Cn,Ch,Zy,Py
06074,決,ㄐㄩㄝˊ,jué
06075,抉,ㄐㄩㄝˊ,jué
06076,玦,ㄐㄩㄝˊ,jué
06077,芵,ㄐㄩㄝˊ,jué
06078,訣,ㄐㄩㄝˊ,jué
06079,趹,ㄐㄩㄝˊ,jué
06080,觖,ㄐㄩㄝˊ,jué
06081,駃,(一)ㄐㄩㄝˊ,(一)jué
06082,鴃,(一)ㄐㄩㄝˊ,(一)jué
06083,&27bab_.png;,ㄐㄩㄝˊ,jué
06084,腳,(二)（讀音）ㄐㄩㄝˊ,(二)（讀音）jué
06085,角,(二)ㄐㄩㄝˊ,(二)jué
06086,捔,(一)ㄐㄩㄝˊ,(一)jué
06087,桷,ㄐㄩㄝˊ,jué
06088,玨,ㄐㄩㄝˊ,jué
06089,倔,(一)ㄐㄩㄝˊ,(一)jué
06090,掘,ㄐㄩㄝˊ,jué
06091,崛,ㄐㄩㄝˊ,jué
06092,&463f_.png;,ㄐㄩㄝˊ,jué
06093,厥,ㄐㄩㄝˊ,jué
06094,劂,ㄐㄩㄝˊ,jué
06095,嶡,(二)ㄐㄩㄝˊ,(二)jué
06096,獗,ㄐㄩㄝˊ,jué
06097,橛,ㄐㄩㄝˊ,jué
06098,蕨,ㄐㄩㄝˊ,jué
06099,蹶,(一)ㄐㄩㄝˊ,(一)jué
06100,鱖,(二)（又音）ㄐㄩㄝˊ,(二)（又音）jué
06101,傕,ㄐㄩㄝˊ,jué
06102,絕,ㄐㄩㄝˊ,jué
06103,蕝,(一)ㄐㄩㄝˊ,(一)jué
06104,較,(三)ㄐㄩㄝˊ,(三)jué
06105,潏,ㄐㄩㄝˊ,jué
06106,譎,ㄐㄩㄝˊ,jué
06107,鐍,ㄐㄩㄝˊ,jué
06108,噱,(一)ㄐㄩㄝˊ,(一)jué
06109,臄,ㄐㄩㄝˊ,jué
06110,爵,ㄐㄩㄝˊ,jué
06111,嚼,(一)ㄐㄩㄝˊ,(一)jué
06112,爝,ㄐㄩㄝˊ,jué
06113,屩,ㄐㄩㄝˊ,jué
06114,蹻,(三)ㄐㄩㄝˊ,(三)jué
06115,矍,ㄐㄩㄝˊ,jué
06116,戄,ㄐㄩㄝˊ,jué
06117,攫,ㄐㄩㄝˊ,jué
06118,玃,ㄐㄩㄝˊ,jué
06119,彏,ㄐㄩㄝˊ,jué
06120,蠼,ㄐㄩㄝˊ,jué
06121,躩,ㄐㄩㄝˊ,jué
06122,钁,ㄐㄩㄝˊ,jué
06123,覺,(一)ㄐㄩㄝˊ,(一)jué
06124,蹶,(二)ㄐㄩㄝˇ,(二)juě
06125,倔,(二)ㄐㄩㄝˋ,(二)juè
06126,身,(二)ㄐㄩㄢ,(二)juān
06127,涓,ㄐㄩㄢ,juān
06128,悁,(二)ㄐㄩㄢ,(二)juān
06129,捐,ㄐㄩㄢ,juān
06130,娟,ㄐㄩㄢ,juān
06131,鞙,ㄐㄩㄢ,juān
06132,鵑,ㄐㄩㄢ,juān
06133,圈,(三)ㄐㄩㄢ,(三)juān
06134,朘,ㄐㄩㄢ,juān
06135,鐫,ㄐㄩㄢ,juān
06136,蠲,ㄐㄩㄢ,juān
06137,卷,(二)ㄐㄩㄢˇ,(二)juǎn
06138,帣,(二)ㄐㄩㄢˇ,(二)juǎn
06139,捲,ㄐㄩㄢˇ,juǎn
06140,卷,(一)ㄐㄩㄢˋ,(一)juàn
06141,帣,(一)ㄐㄩㄢˋ,(一)juàn
06142,倦,ㄐㄩㄢˋ,juàn
06143,眷,ㄐㄩㄢˋ,juàn
06144,圈,(四)ㄐㄩㄢˋ,(四)juàn
06145,睠,ㄐㄩㄢˋ,juàn
06146,悁,(一)ㄐㄩㄢˋ,(一)juàn
06147,狷,ㄐㄩㄢˋ,juàn
06148,睊,ㄐㄩㄢˋ,juàn
06149,罥,ㄐㄩㄢˋ,juàn
06150,絹,ㄐㄩㄢˋ,juàn
06151,鄄,ㄐㄩㄢˋ,juàn
06152,雋,(一)ㄐㄩㄢˋ,(一)juàn
06153,楗,ㄐㄩㄢˋ,juàn
06154,均,(一)ㄐㄩㄣ,(一)jūn
06155,袀,ㄐㄩㄣ,jūn
06156,鈞,ㄐㄩㄣ,jūn
06157,君,ㄐㄩㄣ,jūn
06157A,涒,(二)ㄐㄩㄣ,(二)jūn
06158,頵,ㄐㄩㄣ,jūn
06159,囷,ㄐㄩㄣ,jūn
06160,軍,ㄐㄩㄣ,jūn
06161,皸,ㄐㄩㄣ,jūn
06162,麇,(一)ㄐㄩㄣ,(一)jūn
06164,窘,(二)（又音）ㄐㄩㄣˇ,(二)（又音）jǔn
06165,俊,ㄐㄩㄣˋ,jùn
06166,浚,ㄐㄩㄣˋ,jùn
06167,峻,ㄐㄩㄣˋ,jùn
06168,焌,ㄐㄩㄣˋ,jùn
06169,晙,ㄐㄩㄣˋ,jùn
06170,竣,ㄐㄩㄣˋ,jùn
06171,睃,ㄐㄩㄣˋ,jùn
06172,畯,ㄐㄩㄣˋ,jùn
06173,葰,ㄐㄩㄣˋ,jùn
06174,餕,ㄐㄩㄣˋ,jùn
06175,&3559_.png;,ㄐㄩㄣˋ,jùn
06176,駿,ㄐㄩㄣˋ,jùn
06177,鵔,ㄐㄩㄣˋ,jùn
06178,捃,ㄐㄩㄣˋ,jùn
06179,郡,ㄐㄩㄣˋ,jùn
06180,莙,ㄐㄩㄣˋ,jùn
06181,菌,ㄐㄩㄣˋ,jùn
06182,箘,ㄐㄩㄣˋ,jùn
06183,雋,(二)ㄐㄩㄣˋ,(二)jùn
06184,寯,ㄐㄩㄣˋ,jùn
06185,濬,ㄐㄩㄣˋ,jùn
06186,冂,ㄐㄩㄥ,jiōng
06187,坰,ㄐㄩㄥ,jiōng
06188,扃,(一)ㄐㄩㄥ,(一)jiōng
06189,駉,ㄐㄩㄥ,jiōng
06190,冏,ㄐㄩㄥˇ,jiǒng
06191,囧,ㄐㄩㄥˇ,jiǒng
06192,泂,ㄐㄩㄥˇ,jiǒng
06193,炯,ㄐㄩㄥˇ,jiǒng
06194,迥,ㄐㄩㄥˇ,jiǒng
06195,扃,(二)ㄐㄩㄥˇ,(二)jiǒng
06196,絅,ㄐㄩㄥˇ,jiǒng
06197,炅,(一)ㄐㄩㄥˇ,(一)jiǒng
06198,窘,(一)ㄐㄩㄥˇ,(一)jiǒng
06199,熲,ㄐㄩㄥˇ,jiǒng
06200,褧,ㄐㄩㄥˇ,jiǒng
06201,啐,(二)˙ㄑ,(二)q
06202,七,ㄑㄧ,qī
06203,沏,(一)ㄑㄧ,(一)qī
06204,柒,ㄑㄧ,qī
06205,妻,(一)ㄑㄧ,(一)qī
06206,淒,ㄑㄧ,qī
06207,悽,ㄑㄧ,qī
06208,郪,ㄑㄧ,qī
06209,棲,(一)ㄑㄧ,(一)qī
06210,萋,ㄑㄧ,qī
06211,栖,(二)（又音）ㄑㄧ,(二)（又音）qī
06212,倛,ㄑㄧ,qī
06213,娸,ㄑㄧ,qī
06214,期,(二)（又音）ㄑㄧ,(二)（又音）qī
06215,欺,ㄑㄧ,qī
06216,僛,ㄑㄧ,qī
06217,諆,ㄑㄧ,qī
06218,&4acf_.png;,ㄑㄧ,qī
06219,桼,ㄑㄧ,qī
06220,漆,(一)ㄑㄧ,(一)qī
06221,戚,(一)ㄑㄧ,(一)qī
06222,嘁,(二)ㄑㄧ,(二)qī
06223,慼,ㄑㄧ,qī
06224,攲,ㄑㄧ,qī
06225,溪,(二)（又音）ㄑㄧ,(二)（又音）qī
06226,磎,(二)（又音）ㄑㄧ,(二)（又音）qī
06227,谿,(二)（又音）ㄑㄧ,(二)（又音）qī
06228,鸂,(二)（又音）ㄑㄧ,(二)（又音）qī
06229,榿,ㄑㄧ,qī
06230,緝,(二)ㄑㄧ,(二)qī
06231,亓,ㄑㄧˊ,qí
06232,示,(一)ㄑㄧˊ,(一)qí
06233,祁,ㄑㄧˊ,qí
06234,圻,(一)ㄑㄧˊ,(一)qí
06235,肵,(一)ㄑㄧˊ,(一)qí
06236,祈,ㄑㄧˊ,qí
06237,旂,ㄑㄧˊ,qí
06238,頎,ㄑㄧˊ,qí
06239,蘄,ㄑㄧˊ,qí
06240,岐,ㄑㄧˊ,qí
06241,枝,(二)ㄑㄧˊ,(二)qí
06242,歧,ㄑㄧˊ,qí
06243,蚑,ㄑㄧˊ,qí
06244,跂,(一)ㄑㄧˊ,(一)qí
06245,其,(一)ㄑㄧˊ,(一)qí
06246,淇,ㄑㄧˊ,qí
06247,琪,ㄑㄧˊ,qí
06248,期,(一)ㄑㄧˊ,(一)qí
06249,棋,(一)ㄑㄧˊ,(一)qí
06250,萁,(一)ㄑㄧˊ,(一)qí
06251,祺,ㄑㄧˊ,qí
06252,旗,ㄑㄧˊ,qí
06253,綦,ㄑㄧˊ,qí
06254,蜞,ㄑㄧˊ,qí
06255,騏,ㄑㄧˊ,qí
06256,麒,ㄑㄧˊ,qí
06257,奇,(一)ㄑㄧˊ,(一)qí
06258,埼,ㄑㄧˊ,qí
06259,崎,ㄑㄧˊ,qí
06260,琦,ㄑㄧˊ,qí
06261,碕,ㄑㄧˊ,qí
06262,踦,(三)ㄑㄧˊ,(三)qí
06263,錡,ㄑㄧˊ,qí
06264,騎,(一)ㄑㄧˊ,(一)qí
06265,芪,ㄑㄧˊ,qí
06266,祇,(一)ㄑㄧˊ,(一)qí
06267,衹,(一)ㄑㄧˊ,(一)qí
06268,俟,(二)ㄑㄧˊ,(二)qí
06269,耆,ㄑㄧˊ,qí
06270,鮨,ㄑㄧˊ,qí
06271,鬐,ㄑㄧˊ,qí
06272,鰭,ㄑㄧˊ,qí
06273,畦,(二)（語音）ㄑㄧˊ,(二)（語音）qí
06274,齊,(一)ㄑㄧˊ,(一)qí
06275,懠,ㄑㄧˊ,qí
06276,薺,(二)ㄑㄧˊ,(二)qí
06277,臍,ㄑㄧˊ,qí
06278,蠐,ㄑㄧˊ,qí
06279,畿,(二)（又音）ㄑㄧˊ,(二)（又音）qí
06280,乞,(一)ㄑㄧˇ,(一)qǐ
06281,屺,ㄑㄧˇ,qǐ
06282,杞,ㄑㄧˇ,qǐ
06283,芑,ㄑㄧˇ,qǐ
06284,起,ㄑㄧˇ,qǐ
06285,豈,(一)ㄑㄧˇ,(一)qǐ
06286,啟,ㄑㄧˇ,qǐ
06287,棨,ㄑㄧˇ,qǐ
06288,&43ff_.png;,ㄑㄧˇ,qǐ
06289,綮,(一)ㄑㄧˇ,(一)qǐ
06290,綺,ㄑㄧˇ,qǐ
06291,稽,(二)ㄑㄧˇ,(二)qǐ
06292,乞,(二)ㄑㄧˋ,(二)qì
06293,仡,(二)ㄑㄧˋ,(二)qì
06294,汔,ㄑㄧˋ,qì
06295,犵,ㄑㄧˋ,qì
06296,迄,ㄑㄧˋ,qì
06297,訖,ㄑㄧˋ,qì
06298,气,ㄑㄧˋ,qì
06299,汽,ㄑㄧˋ,qì
06300,氣,ㄑㄧˋ,qì
06301,企,ㄑㄧˋ,qì
06302,泣,ㄑㄧˋ,qì
06303,妻,(二)ㄑㄧˋ,(二)qì
06304,契,(一)ㄑㄧˋ,(一)qì
06305,栔,ㄑㄧˋ,qì
06306,瘈,(三)ㄑㄧˋ,(三)qì
06307,砌,(一)ㄑㄧˋ,(一)qì
06308,亟,(二)ㄑㄧˋ,(二)qì
06309,棄,ㄑㄧˋ,qì
06310,跂,(二)ㄑㄧˋ,(二)qì
06311,愒,(一)ㄑㄧˋ,(一)qì
06312,揭,(二)ㄑㄧˋ,(二)qì
06313,葺,ㄑㄧˋ,qì
06314,緝,(一)ㄑㄧˋ,(一)qì
06315,憩,ㄑㄧˋ,qì
06316,磧,ㄑㄧˋ,qì
06317,器,ㄑㄧˋ,qì
06318,蟿,ㄑㄧˋ,qì
06319,鏚,ㄑㄧˋ,qì
06320,掐,ㄑㄧㄚ,qiā
06321,卡,(二)ㄑㄧㄚˇ,(二)qiǎ
06322,酠,ㄑㄧㄚˇ,qiǎ
06323,洽,(一)ㄑㄧㄚˋ,(一)qià
06324,恰,ㄑㄧㄚˋ,qià
06325,帢,ㄑㄧㄚˋ,qià
06326,楬,(二)ㄑㄧㄚˋ,(二)qià
06327,切,(二)ㄑㄧㄝ,(二)qiē
06328,伽,(一)ㄑㄧㄝˊ,(一)qié
06329,茄,(一)ㄑㄧㄝˊ,(一)qié
06330,且,(一)ㄑㄧㄝˇ,(一)qiě
06331,切,(一)ㄑㄧㄝˋ,(一)qiè
06332,砌,(二)ㄑㄧㄝˋ,(二)qiè
06333,妾,ㄑㄧㄝˋ,qiè
06334,唼,(三)ㄑㄧㄝˋ,(三)qiè
06335,踥,ㄑㄧㄝˋ,qiè
06336,鯜,ㄑㄧㄝˋ,qiè
06337,怯,(二)（讀音）ㄑㄧㄝˋ,(二)（讀音）qiè
06338,朅,ㄑㄧㄝˋ,qiè
06339,契,(二)ㄑㄧㄝˋ,(二)qiè
06340,挈,ㄑㄧㄝˋ,qiè
06341,鍥,ㄑㄧㄝˋ,qiè
06342,愜,ㄑㄧㄝˋ,qiè
06343,篋,ㄑㄧㄝˋ,qiè
06344,趄,(二)ㄑㄧㄝˋ,(二)qiè
06345,慊,(二)ㄑㄧㄝˋ,(二)qiè
06346,竊,ㄑㄧㄝˋ,qiè
06347,雀,(三)ㄑㄧㄠ,(三)qiāo
06348,鄗,(二)ㄑㄧㄠ,(二)qiāo
06349,敲,ㄑㄧㄠ,qiāo
06350,鄡,ㄑㄧㄠ,qiāo
06351,頝,ㄑㄧㄠ,qiāo
06352,骹,ㄑㄧㄠ,qiāo
06353,墝,ㄑㄧㄠ,qiāo
06354,磽,ㄑㄧㄠ,qiāo
06355,趬,ㄑㄧㄠ,qiāo
06356,蹺,ㄑㄧㄠ,qiāo
06357,撬,(一)ㄑㄧㄠ,(一)qiāo
06358,橇,ㄑㄧㄠ,qiāo
06359,鍬,ㄑㄧㄠ,qiāo
06360,繑,ㄑㄧㄠ,qiāo
06361,蹻,(一)ㄑㄧㄠ,(一)qiāo
06362,招,(三)ㄑㄧㄠˊ,(三)qiáo
06363,荍,ㄑㄧㄠˊ,qiáo
06364,睄,ㄑㄧㄠˊ,qiáo
06365,喬,(一)ㄑㄧㄠˊ,(一)qiáo
06366,僑,ㄑㄧㄠˊ,qiáo
06367,憍,(二)（又音）ㄑㄧㄠˊ,(二)（又音）qiáo
06368,橋,ㄑㄧㄠˊ,qiáo
06369,蕎,ㄑㄧㄠˊ,qiáo
06370,礄,ㄑㄧㄠˊ,qiáo
06371,趫,ㄑㄧㄠˊ,qiáo
06372,劁,(一)ㄑㄧㄠˊ,(一)qiáo
06373,憔,ㄑㄧㄠˊ,qiáo
06374,嫶,ㄑㄧㄠˊ,qiáo
06375,樵,ㄑㄧㄠˊ,qiáo
06376,蕉,(二)ㄑㄧㄠˊ,(二)qiáo
06377,瞧,ㄑㄧㄠˊ,qiáo
06378,譙,(一)ㄑㄧㄠˊ,(一)qiáo
06379,翹,(一)ㄑㄧㄠˊ,(一)qiáo
06380,巧,ㄑㄧㄠˇ,qiǎo
06381,悄,ㄑㄧㄠˇ,qiǎo
06382,雀,(二)（語音）ㄑㄧㄠˇ,(二)（語音）qiǎo
06383,愀,(一)ㄑㄧㄠˇ,(一)qiǎo
06384,鵲,(二)（又音）ㄑㄧㄠˇ,(二)（又音）qiǎo
06385,俏,ㄑㄧㄠˋ,qiào
06386,峭,ㄑㄧㄠˋ,qiào
06387,帩,ㄑㄧㄠˋ,qiào
06388,誚,ㄑㄧㄠˋ,qiào
06389,鞘,(一)ㄑㄧㄠˋ,(一)qiào
06390,殼,(二)（又音）ㄑㄧㄠˋ,(二)（又音）qiào
06391,劁,(二)（又音）ㄑㄧㄠˋ,(二)（又音）qiào
06392,譙,(二)ㄑㄧㄠˋ,(二)qiào
06393,撬,(二)（又音）ㄑㄧㄠˋ,(二)（又音）qiào
06394,撽,ㄑㄧㄠˋ,qiào
06395,竅,ㄑㄧㄠˋ,qiào
06396,躈,ㄑㄧㄠˋ,qiào
06397,翹,(二)ㄑㄧㄠˋ,(二)qiào
06398,丘,ㄑㄧㄡ,qiū
06399,坵,ㄑㄧㄡ,qiū
06400,邱,ㄑㄧㄡ,qiū
06401,蚯,ㄑㄧㄡ,qiū
06402,秋,ㄑㄧㄡ,qiū
06403,楸,ㄑㄧㄡ,qiū
06404,萩,ㄑㄧㄡ,qiū
06405,鞦,ㄑㄧㄡ,qiū
06406,鶖,ㄑㄧㄡ,qiū
06407,鰍,ㄑㄧㄡ,qiū
06408,緧,ㄑㄧㄡ,qiū
06410,仇,(二)ㄑㄧㄡˊ,(二)qiú
06411,厹,(二)ㄑㄧㄡˊ,(二)qiú
06412,犰,ㄑㄧㄡˊ,qiú
06413,朹,ㄑㄧㄡˊ,qiú
06414,艽,(一)ㄑㄧㄡˊ,(一)qiú
06415,訄,(一)ㄑㄧㄡˊ,(一)qiú
06416,頄,(二)（又音）ㄑㄧㄡˊ,(二)（又音）qiú
06417,鼽,ㄑㄧㄡˊ,qiú
06418,囚,ㄑㄧㄡˊ,qiú
06419,泅,ㄑㄧㄡˊ,qiú
06420,求,ㄑㄧㄡˊ,qiú
06421,俅,ㄑㄧㄡˊ,qiú
06422,球,ㄑㄧㄡˊ,qiú
06423,逑,ㄑㄧㄡˊ,qiú
06424,毬,ㄑㄧㄡˊ,qiú
06425,裘,ㄑㄧㄡˊ,qiú
06426,絿,ㄑㄧㄡˊ,qiú
06427,賕,ㄑㄧㄡˊ,qiú
06428,觩,ㄑㄧㄡˊ,qiú
06429,銶,ㄑㄧㄡˊ,qiú
06430,虯,ㄑㄧㄡˊ,qiú
06431,觓,ㄑㄧㄡˊ,qiú
06432,酋,ㄑㄧㄡˊ,qiú
06433,遒,ㄑㄧㄡˊ,qiú
06434,蝤,(一)ㄑㄧㄡˊ,(一)qiú
06435,璆,ㄑㄧㄡˊ,qiú
06436,糗,ㄑㄧㄡˇ,qiǔ
06437,千,ㄑㄧㄢ,qiān
06438,仟,ㄑㄧㄢ,qiān
06439,扦,ㄑㄧㄢ,qiān
06440,阡,ㄑㄧㄢ,qiān
06441,芊,ㄑㄧㄢ,qiān
06442,汧,ㄑㄧㄢ,qiān
06443,臤,ㄑㄧㄢ,qiān
06444,掔,ㄑㄧㄢ,qiān
06445,慳,ㄑㄧㄢ,qiān
06446,牽,ㄑㄧㄢ,qiān
06447,嵌,(一)ㄑㄧㄢ,(一)qiān
06448,嗛,(一)ㄑㄧㄢ,(一)qiān
06449,謙,(一)ㄑㄧㄢ,(一)qiān
06450,鉛,(一)ㄑㄧㄢ,(一)qiān
06451,僉,ㄑㄧㄢ,qiān
06452,簽,ㄑㄧㄢ,qiān
06453,愆,ㄑㄧㄢ,qiān
06454,搴,ㄑㄧㄢ,qiān
06455,褰,ㄑㄧㄢ,qiān
06456,騫,(一)ㄑㄧㄢ,(一)qiān
06457,遷,ㄑㄧㄢ,qiān
06458,韆,ㄑㄧㄢ,qiān
06459,鋟,(一)ㄑㄧㄢ,(一)qiān
06460,鵮,ㄑㄧㄢ,qiān
06461,籤,ㄑㄧㄢ,qiān
06462,岒,ㄑㄧㄢˊ,qián
06463,鈐,ㄑㄧㄢˊ,qián
06464,黔,ㄑㄧㄢˊ,qián
06465,拑,ㄑㄧㄢˊ,qián
06466,柑,(二)ㄑㄧㄢˊ,(二)qián
06467,鉗,ㄑㄧㄢˊ,qián
06468,箝,ㄑㄧㄢˊ,qián
06469,黚,ㄑㄧㄢˊ,qián
06470,前,ㄑㄧㄢˊ,qián
06471,赶,(一)ㄑㄧㄢˊ,(一)qián
06472,虔,ㄑㄧㄢˊ,qián
06473,乾,(一)ㄑㄧㄢˊ,(一)qián
06474,墘,ㄑㄧㄢˊ,qián
06475,掮,ㄑㄧㄢˊ,qián
06476,揵,(一)ㄑㄧㄢˊ,(一)qián
06476A,犍,(二)ㄑㄧㄢˊ,(二)qián
06477,潛,ㄑㄧㄢˊ,qián
06478,灊,ㄑㄧㄢˊ,qián
06479,燂,ㄑㄧㄢˊ,qián
06480,錢,(一)ㄑㄧㄢˊ,(一)qián
06481,螹,(二)（又音）ㄑㄧㄢˊ,(二)（又音）qián
06482,淺,(一)ㄑㄧㄢˇ,(一)qiǎn
06483,嗛,(三)ㄑㄧㄢˇ,(三)qiǎn
06484,遣,ㄑㄧㄢˇ,qiǎn
06485,繾,ㄑㄧㄢˇ,qiǎn
06486,譴,ㄑㄧㄢˇ,qiǎn
06487,欠,ㄑㄧㄢˋ,qiàn
06488,芡,ㄑㄧㄢˋ,qiàn
06489,嵌,(二)ㄑㄧㄢˋ,(二)qiàn
06490,俔,(一)ㄑㄧㄢˋ,(一)qiàn
06491,茜,ㄑㄧㄢˋ,qiàn
06492,倩,ㄑㄧㄢˋ,qiàn
06493,蒨,ㄑㄧㄢˋ,qiàn
06494,箐,(二)ㄑㄧㄢˋ,(二)qiàn
06495,綪,ㄑㄧㄢˋ,qiàn
06496,傔,ㄑㄧㄢˋ,qiàn
06497,慊,(一)ㄑㄧㄢˋ,(一)qiàn
06498,嗛,(四)ㄑㄧㄢˋ,(四)qiàn
06499,歉,ㄑㄧㄢˋ,qiàn
06500,謙,(二)ㄑㄧㄢˋ,(二)qiàn
06501,塹,ㄑㄧㄢˋ,qiàn
06502,槧,ㄑㄧㄢˋ,qiàn
06503,縴,ㄑㄧㄢˋ,qiàn
06504,侵,ㄑㄧㄣ,qīn
06505,駸,ㄑㄧㄣ,qīn
06506,衾,(一)ㄑㄧㄣ,(一)qīn
06507,欽,ㄑㄧㄣ,qīn
06508,廞,ㄑㄧㄣ,qīn
06509,嶔,ㄑㄧㄣ,qīn
06510,親,(一)ㄑㄧㄣ,(一)qīn
06511,芩,ㄑㄧㄣˊ,qín
06512,矜,(三)ㄑㄧㄣˊ,(三)qín
06513,衾,(二)（又音）ㄑㄧㄣˊ,(二)（又音）qín
06514,琴,ㄑㄧㄣˊ,qín
06515,芹,ㄑㄧㄣˊ,qín
06516,秦,ㄑㄧㄣˊ,qín
06517,蓁,(二)ㄑㄧㄣˊ,(二)qín
06518,螓,ㄑㄧㄣˊ,qín
06519,覃,(二)ㄑㄧㄣˊ,(二)qín
06520,勤,ㄑㄧㄣˊ,qín
06521,廑,(三)ㄑㄧㄣˊ,(三)qín
06522,慬,ㄑㄧㄣˊ,qín
06523,懃,ㄑㄧㄣˊ,qín
06524,禽,ㄑㄧㄣˊ,qín
06525,擒,ㄑㄧㄣˊ,qín
06526,噙,ㄑㄧㄣˊ,qín
06527,檎,ㄑㄧㄣˊ,qín
06528,寢,ㄑㄧㄣˇ,qǐn
06529,鋟,(二)（又音）ㄑㄧㄣˇ,(二)（又音）qǐn
06530,螼,ㄑㄧㄣˇ,qǐn
06531,沁,ㄑㄧㄣˋ,qìn
06532,&92ef._104_0.gif;,ㄑㄧㄣˋ,qìn
06533,唚,ㄑㄧㄣˋ,qìn
06534,撳,ㄑㄧㄣˋ,qìn
06535,羌,ㄑㄧㄤ,qiāng
06536,蜣,ㄑㄧㄤ,qiāng
06537,矼,(一)ㄑㄧㄤ,(一)qiāng
06538,斨,ㄑㄧㄤ,qiāng
06539,將,(三)ㄑㄧㄤ,(三)qiāng
06540,蹡,(一)ㄑㄧㄤ,(一)qiāng
06541,鏘,ㄑㄧㄤ,qiāng
06542,椌,ㄑㄧㄤ,qiāng
06543,腔,ㄑㄧㄤ,qiāng
06544,搶,(二)ㄑㄧㄤ,(二)qiāng
06545,嗆,(一)ㄑㄧㄤ,(一)qiāng
06546,瑲,ㄑㄧㄤ,qiāng
06547,槍,(一)ㄑㄧㄤ,(一)qiāng
06548,戧,(二)ㄑㄧㄤ,(二)qiāng
06549,牄,ㄑㄧㄤ,qiāng
06550,蹌,(一)ㄑㄧㄤ,(一)qiāng
06551,鎗,(一)ㄑㄧㄤ,(一)qiāng
06552,錆,ㄑㄧㄤ,qiāng
06553,鏹,(二)ㄑㄧㄤ,(二)qiāng
06554,爿,(一)ㄑㄧㄤˊ,(一)qiáng
06555,戕,ㄑㄧㄤˊ,qiáng
06556,強,(一)ㄑㄧㄤˊ,(一)qiáng
06557,廧,ㄑㄧㄤˊ,qiáng
06558,嬙,ㄑㄧㄤˊ,qiáng
06559,檣,ㄑㄧㄤˊ,qiáng
06560,薔,ㄑㄧㄤˊ,qiáng
06561,牆,ㄑㄧㄤˊ,qiáng
06562,蘠,ㄑㄧㄤˊ,qiáng
06563,彊,(一)ㄑㄧㄤˊ,(一)qiáng
06564,強,(二)ㄑㄧㄤˇ,(二)qiǎng
06565,襁,ㄑㄧㄤˇ,qiǎng
06566,繈,ㄑㄧㄤˇ,qiǎng
06567,鏹,(一)ㄑㄧㄤˇ,(一)qiǎng
06568,羥,(一)ㄑㄧㄤˇ,(一)qiǎng
06569,搶,(一)ㄑㄧㄤˇ,(一)qiǎng
06570,彊,(二)ㄑㄧㄤˇ,(二)qiǎng
06571,嗆,(二)ㄑㄧㄤˋ,(二)qiàng
06572,熗,ㄑㄧㄤˋ,qiàng
06573,戧,(一)ㄑㄧㄤˋ,(一)qiàng
06574,蹌,(二)ㄑㄧㄤˋ,(二)qiàng
06575,蹡,(二)ㄑㄧㄤˋ,(二)qiàng
06576,青,(一)ㄑㄧㄥ,(一)qīng
06577,清,ㄑㄧㄥ,qīng
06578,圊,ㄑㄧㄥ,qīng
06579,氰,ㄑㄧㄥ,qīng
06580,蜻,ㄑㄧㄥ,qīng
06581,請,(二)ㄑㄧㄥ,(二)qīng
06582,鯖,(一)ㄑㄧㄥ,(一)qīng
06583,卿,ㄑㄧㄥ,qīng
06584,烴,ㄑㄧㄥ,qīng
06585,氫,ㄑㄧㄥ,qīng
06586,輕,ㄑㄧㄥ,qīng
06587,頃,(一)ㄑㄧㄥ,(一)qīng
06588,傾,(一)ㄑㄧㄥ,(一)qīng
06589,勍,ㄑㄧㄥˊ,qíng
06590,黥,ㄑㄧㄥˊ,qíng
06591,情,ㄑㄧㄥˊ,qíng
06592,晴,ㄑㄧㄥˊ,qíng
06593,請,(三)ㄑㄧㄥˊ,(三)qíng
06594,殑,ㄑㄧㄥˊ,qíng
06595,檠,ㄑㄧㄥˊ,qíng
06596,擎,ㄑㄧㄥˊ,qíng
06597,頃,(二)ㄑㄧㄥˇ,(二)qǐng
06598,廎,ㄑㄧㄥˇ,qǐng
06599,請,(一)ㄑㄧㄥˇ,(一)qǐng
06600,綮,(二)ㄑㄧㄥˋ,(二)qìng
06601,慶,ㄑㄧㄥˋ,qìng
06602,親,(二)ㄑㄧㄥˋ,(二)qìng
06603,磬,ㄑㄧㄥˋ,qìng
06604,罄,ㄑㄧㄥˋ,qìng
06605,謦,ㄑㄧㄥˋ,qìng
06606,&9ce9._104_0.gif;,ㄑㄩ,qū
06607,曲,(一)ㄑㄩ,(一)qū
06608,蛐,ㄑㄩ,qū
06609,沏,(二)ㄑㄩ,(二)qū
06610,佉,ㄑㄩ,qū
06611,呿,ㄑㄩ,qū
06612,胠,ㄑㄩ,qū
06613,祛,ㄑㄩ,qū
06614,袪,ㄑㄩ,qū
06615,屈,ㄑㄩ,qū
06616,詘,(一)ㄑㄩ,(一)qū
06617,镼,ㄑㄩ,qū
06618,區,(一)ㄑㄩ,(一)qū
06619,嶇,ㄑㄩ,qū
06620,敺,(一)ㄑㄩ,(一)qū
06621,軀,ㄑㄩ,qū
06622,驅,ㄑㄩ,qū
06623,蛆,(一)ㄑㄩ,(一)qū
06624,趨,(一)ㄑㄩ,(一)qū
06625,瞿,(一)ㄑㄩ,(一)qū
06626,劬,ㄑㄩˊ,qú
06627,胊,ㄑㄩˊ,qú
06628,絇,ㄑㄩˊ,qú
06629,軥,ㄑㄩˊ,qú
06630,鴝,ㄑㄩˊ,qú
